address	checkins	city	country	created	icon	latitude	longitude	pid	title	type	updated
Новослободская 46	2	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.785792	37.595609	66	Рэй	4	1350145859.0
Донская 15	4	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.723693	37.608113	67	Newton Bar	4	1408196873.0
Вавилова 65	10	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.684655	37.554394	68	X.O.	4	1505327248.0
Дзержинского 98а	3	134.0	1	1280741941	https://vk.com/images/places/clubs.png	45.044998	41.978031	69	Live city dance hall	4	1461591668.0
Ломоносова 72К2	0	72.0	1	1280741941	https://vk.com/images/places/clubs.png	45.022074	38.979418	70	Караганда	4	1347262494.0
Стартовая 19а	4	483.0	1	1280741941	https://vk.com/images/places/clubs.png	55.837879	37.300431	71	Пятница	4	1465751310.0
Подзеленье 	83	169.0	1	1280741941	https://vk.com/images/places/clubs.png	57.621166	39.897002	72	Мед	4	1499128457.0
Дачная 2	33	123.0	1	1280741941	https://vk.com/images/places/clubs.png	53.201974	50.141302	73	Оперетта	4	1496731818.0
Комендантский 47	21	2.0	1	1280741941	https://vk.com/images/places/clubs.png	59.89973	30.289799	74	Place	4	1487878373.0
Токарей 24	1	49.0	1	1280741941	https://vk.com/images/places/clubs.png	56.837957	60.561362	75	Mixx	4	1500713892.0
Профессора Баранова 34	1	61.0	1	1280741941	https://vk.com/images/places/clubs.png	54.721312	20.510802	76	Moon	4	1350827048.0
Металлистов 10	9	49.0	1	1280741941	https://vk.com/images/places/clubs.png	56.810847	61.331191	77	Riviera	4	1448539284.0
Большая Монетная 7	6	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.725706	37.673457	78	Tabula Rasa	4	1440187616.0
Профсоюзная 27К1	2	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.673869	37.559505	79	Джазман	4	1469052377.0
Опалихинская 15	0	49.0	1	1280741941	https://vk.com/images/places/clubs.png	56.848699	60.564452	80	City	4	1422889469.0
ул. Казанская 7	0	2.0	1	1280741941	https://vk.com/images/places/clubs.png	59.933519	30.323863	81	Kvartal	4	1343684308.0
Куйбышева 4	0	110.0	1	1280741941	https://vk.com/images/places/clubs.png	58.014536	56.232632	82	Loco	4	
Гоголя 1	8	112.0	1	1280741941	https://vk.com/images/places/clubs.png	61.783937	34.366201	83	"""Barcelona"" Cafe-Bar-Club"	4	1389215639.0
промзона 1а	1	95.0	1	1280741941	https://vk.com/images/places/clubs.png	56.34282	43.835082	84	Рим	4	1353399862.0
М.Бронная 10	1	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.760722	37.596669	85	Rush	4	1391184609.0
Ниж.Сусальный пер. 5К15а	10	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.76129	37.663068	86	Воздух	4	1351503991.0
Таганская 2	2	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.73549	37.616953	87	Mixtura	4	1354090093.0
просп. Энгельса 154	0	2.0	1	1280741941	https://vk.com/images/places/clubs.png	60.058668	30.336112	88	Запой	4	
Крымский вал 3К2	4	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.72927	37.609124	89	Pridebar	4	1447351752.0
Б.Златоустинский пер. 7	68	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.758686	37.632768	90	Bourbon Street	4	1507409987.0
М.Посадская 19	1	2.0	1	1280741941	https://vk.com/images/places/clubs.png	59.957859	30.330169	91	Антресоль	4	1365719750.0
1-й Смоленский пер. 3	4	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.746608	37.57969	92	Mafia	4	1353429568.0
Новозаводская 27	10	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.749729	37.498788	93	Главклуб	4	1496731489.0
Земляной Вал 75	24	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.745985	37.655975	94	Double Bourbon	4	1495206933.0
Баррикадная 5	10	859.0	1	1280741941	https://vk.com/images/places/clubs.png	55.910276	37.856758	95	The Best Club	4	1485000981.0
Таганская пл. 20К13	0	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.7664	37.667137	96	Studio 54	4	
пл. Ломоносова 2К4	0	57.0	1	1280741941	https://vk.com/images/places/clubs.png	52.262714	104.241476	97	Полигон	4	1343052876.0
Паустовского 8К1	8	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.599072	37.538273	98	Шпилька	4	1423505049.0
Дубининская 69	2	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.714921	37.634502	99	Serebro	4	1460235700.0
просп. Испытателей 26К2	14	2.0	1	1280741941	https://vk.com/images/places/clubs.png	60.005873	30.269416	100	Vinyl Story Club	4	1439145994.0
Хорошевское ш. 39	10	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.777282	37.513682	101	Закрома Родины	4	1486991368.0
Волгоградский пр. 6К1	2	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.819257	37.564918	102	Shambor	4	1429364458.0
Красная 174	6	72.0	1	1280741941	https://vk.com/images/places/clubs.png	45.044215	38.978466	103	Infiniti	4	1406984147.0
Пестеля 7	10	2.0	1	1280741941	https://vk.com/images/places/clubs.png	59.94188	30.341479	104	Китайский летчик Джао Да	4	1352833107.0
Тимирязевская 11	0	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.598843	37.516171	105	Dark Woods	4	1280943098.0
Бутырский Вал 5	17	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.779474	37.58526	106	Жара	4	1367524324.0
Декабристов 81	2	60.0	1	1280741941	https://vk.com/images/places/clubs.png	55.818523	49.092239	107	Neo Territory	4	1427264345.0
Полярные Зори 51К33	0	87.0	1	1280741941	https://vk.com/images/places/clubs.png	67.374576	32.503702	108	Декабрь	4	
Комсомольская пл. 89	0	123.0	1	1280741941	https://vk.com/images/places/clubs.png	53.215343	50.24581	109	Движение	4	1439476666.0
просп. Гагарина 29	5	95.0	1	1280741941	https://vk.com/images/places/clubs.png	56.292438	43.979845	110	Затерянный рай	4	1408089250.0
М.Дмитровка 23К15	0	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.770578	37.604915	111	Синяя птица	4	1439145999.0
просп. Ленина 46	0	146.0	1	1280741941	https://vk.com/images/places/clubs.png	54.184551	37.607601	112	Анастасия	4	1484314176.0
Кадашевская наб. 6К1	28	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.742833	37.617186	113	Третьяков	4	1399641889.0
просп. Победы 168	5	158.0	1	1280741941	https://vk.com/images/places/clubs.png	55.184896	61.399338	114	Такси-блюз	4	1420577614.0
Рабоче-Крестьянская 2К1	4	10.0	1	1280741941	https://vk.com/images/places/clubs.png	48.699629	44.503815	115	Калипсо	4	1476551882.0
М.Сухаревская пл. К38	5	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.785017	37.53287	116	Арсенал	4	1431089197.0
Мясницкая 13	0	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.762449	37.632395	117	Вос-дух	4	1354178187.0
Карла Маркса 68	2	42.0	1	1280741941	https://vk.com/images/places/clubs.png	51.663663	39.206297	118	Bit Town	4	1335199529.0
Красная 139	2	72.0	1	1280741941	https://vk.com/images/places/clubs.png	45.044979	38.977029	119	Барсук	4	1418831110.0
Энгельса 107	4	158.0	1	1280741941	https://vk.com/images/places/clubs.png	55.148765	61.381075	120	Парк	4	1507624904.0
Красная 36	9	112.0	1	1280741941	https://vk.com/images/places/clubs.png	61.789079	34.353688	121	Контакт	4	1507333902.0
Ставропольская 12	36	112.0	1	1280741941	https://vk.com/images/places/clubs.png	61.810098	34.332272	122	Территория	4	1502716517.0
Новокузнецкая 59а	3	158.0	1	1280741941	https://vk.com/images/places/clubs.png	55.162947	61.389232	123	Монте-Карло	4	1481646028.0
Свободы 46	13	169.0	1	1280741941	https://vk.com/images/places/clubs.png	57.626034	39.869164	124	Старый город	4	1497192647.0
Сергея Макеева 9	189	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.761629	37.550837	125	Milk	4	1506964060.0
Рогожский Вал 6К2	3	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.742767	37.674526	126	Platina	4	1369337619.0
Менделеевская 2	0	146.0	1	1280741941	https://vk.com/images/places/clubs.png	54.191984	37.623555	127	Бригантина	4	1316065486.0
Ясная 2	1	49.0	1	1280741941	https://vk.com/images/places/clubs.png	56.816336	60.584691	128	Партия	4	1354719461.0
Волгоградский просп. 3	5	2.0	1	1280741941	https://vk.com/images/places/clubs.png	59.962944	30.412051	129	Free for Fun	4	1421259625.0
Лубянский пр. 15К2	2	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.756619	37.632489	130	Ля Мур	4	1485939118.0
Газеты «Звезда» 38б	4	110.0	1	1280741941	https://vk.com/images/places/clubs.png	58.007494	56.248559	131	New Star	4	1493046611.0
Беговая ул. 47	5	49.0	1	1280741941	https://vk.com/images/places/clubs.png	56.809497	60.601184	132	Red Cafe	4	1489176765.0
Маршала Казакова 13	13	2.0	1	1280741941	https://vk.com/images/places/clubs.png	59.860075	30.236709	133	Pickup Night Club	4	1503427124.0
Страстной б-р 8а	8	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.766258	37.610867	134	Babуlon Private Club	4	1389480417.0
Летниковская 11К10	126	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.724545	37.646372	135	Форум холл	4	1506007070.0
Малышева 3К2	16	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.701957	37.742735	136	От заката до рассвета	4	1506195369.0
Комсомольский просп. 28	1	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.727019	37.579681	137	Maska	4	1353173698.0
Газетный пер. 84	2	119.0	1	1280741941	https://vk.com/images/places/clubs.png	47.2272	39.714105	138	Асмолов	4	1415977754.0
факс)Новопесчаная 233б	4	119.0	1	1280741941	https://vk.com/images/places/clubs.png	47.234941	39.732162	139	Камасутра	4	1494272086.0
Лиговский просп. 50К13	7	2.0	1	1280741941	https://vk.com/images/places/clubs.png	59.925259	30.358139	140	Jesus	4	1390481354.0
Бауманская 5	17	625.0	1	1280741941	https://vk.com/images/places/clubs.png	56.344391	37.510628	141	Гелиос	4	1422006152.0
пл. Киевского Вокзала 2	61	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.74449	37.566302	142	Face	4	1479829094.0
Московская 75	72	78.0	1	1280741941	https://vk.com/images/places/clubs.png	52.608197	39.532349	143	Мегаполис	4	1507400323.0
Кузнецкий мост 3	2	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.761224	37.616575	144	Shelter	4	1458486877.0
Школьная 21	4	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.745808	37.672109	145	Old Street	4	1493467056.0
Усиевича 12К14	0	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.806267	37.528285	146	Manhattan	4	1421991528.0
Братиславская 	16	158.0	1	1280741941	https://vk.com/images/places/clubs.png	55.070035	60.107668	147	Van Gogh	4	1506813691.0
просп. Испытателей 	1	2.0	1	1280741941	https://vk.com/images/places/clubs.png	60.004586	30.285519	148	Malina	4	1345534546.0
Невский просп. 32К34	4	2.0	1	1280741941	https://vk.com/images/places/clubs.png	59.935534	30.328561	149	RAFINAD	4	1351964889.0
Республиканская 3К4	96	169.0	1	1280741941	https://vk.com/images/places/clubs.png	57.640084	39.885908	150	Король Королю	4	1496906182.0
Гоголя 15	135	99.0	1	1280741941	https://vk.com/images/places/clubs.png	55.043154	82.92405	151	Изюм	4	1507390303.0
Подольская 21	4	60.0	1	1280741941	https://vk.com/images/places/clubs.png	55.786764	49.122903	152	Тихое место	4	1351930904.0
Октябрьская 35	35	99.0	1	1280741941	https://vk.com/images/places/clubs.png	55.025003	82.919019	153	Rublev Bar	4	1493398992.0
добавочный 1а	5	42.0	1	1280741941	https://vk.com/images/places/clubs.png	51.653282	39.174568	154	Black and White	4	1355670999.0
Декабристов пл. 10	11	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.764085	37.487335	155	Бульвар	4	1488609928.0
наб. Большой Невки 10	13	110.0	1	1280741941	https://vk.com/images/places/clubs.png	58.008052	56.183863	156	Студклуб ПГУ	4	1499171606.0
Жуковского 102	54	99.0	1	1280741941	https://vk.com/images/places/clubs.png	55.0619	82.891297	157	Танцуки	4	1506170249.0
Верхний 	7	99.0	1	1280741941	https://vk.com/images/places/clubs.png	55.04157	82.934075	158	Красная площадь	4	1490342516.0
Ленинградский просп. 31	765	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.785994	37.559056	159	Arena Moscow	4	1506074200.0
выборгская 14	3	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.752242	37.633167	160	Лед	4	1354388918.0
Комендантский просп. 271	10	2.0	1	1280741941	https://vk.com/images/places/clubs.png	60.018425	30.24845	161	Take Five	4	1466759190.0
Забелина 1	3	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.754466	37.637367	162	Подвал на Солянке	4	1456810987.0
Петрозаводская 22	0	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.77716	37.565003	163	Times	4	1351286838.0
Липецкая 10	2	133.0	1	1280741941	https://vk.com/images/places/clubs.png	43.605614	39.715731	164	Agava	4	1435967164.0
Красных Партизан 204	1	72.0	1	1280741941	https://vk.com/images/places/clubs.png	45.049666	38.964848	165	Chicago	4	1415469012.0
Шпалерная 24	0	2.0	1	1280741941	https://vk.com/images/places/clubs.png	59.94946	30.350902	166	Пегас	4	1342913520.0
наб. канала Грибоедова 7	3	2.0	1	1280741941	https://vk.com/images/places/clubs.png	59.938982	30.327381	167	Бархат	4	1347703068.0
Тушинская 	8	146.0	1	1280741941	https://vk.com/images/places/clubs.png	54.190994	37.612757	168	Комплекс «Карамболь»	4	1455323799.0
Щукинская 	0	146.0	1	1280741941	https://vk.com/images/places/clubs.png	54.18846	37.681146	169	Петушки	4	
Д Ульянова 23	2	146.0	1	1280741941	https://vk.com/images/places/clubs.png	54.191747	37.584496	170	Бавария	4	1395998806.0
Ломоносовский пр. 5	6	146.0	1	1280741941	https://vk.com/images/places/clubs.png	54.511823	37.0514	171	Summer Club	4	1470776262.0
просп. Ленина 82	4	87.0	1	1280741941	https://vk.com/images/places/clubs.png	68.971302	33.077546	172	The Centre	4	1393937860.0
Ф.Энгельса 66	4	146.0	1	1280741941	https://vk.com/images/places/clubs.png	54.176525	37.594081	173	Чили	4	1391970598.0
Петроградская наб. 	7	2.0	1	1280741941	https://vk.com/images/places/clubs.png	59.957185	30.335727	174	Забава-бар	4	1506535428.0
Садовая 11	0	2.0	1	1280741941	https://vk.com/images/places/clubs.png	59.935412	30.334948	175	Seven Rooms	4	1407974721.0
Комендантский просп. 9К2	1	2.0	1	1280741941	https://vk.com/images/places/clubs.png	60.005459	30.263398	176	Versailles	4	1359788285.0
Страстной б-р 4К3	1	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.764987	37.608472	177	Пурга	4	1282085350.0
Маяковскай 71	4	61.0	1	1280741941	https://vk.com/images/places/clubs.png	54.681373	20.482882	178	Подводная лодка	4	1481460952.0
Марата 23	0	2.0	1	1280741941	https://vk.com/images/places/clubs.png	59.927874	30.352537	179	Barry White	4	
Бекетова 73а	4	95.0	1	1280741941	https://vk.com/images/places/clubs.png	56.293857	44.03051	180	Звезда	4	1507469735.0
Лесная 23	5	123.0	1	1280741941	https://vk.com/images/places/clubs.png	53.213078	50.125984	181	Леди-Рай	4	1445445356.0
осковский просп 37	4	60.0	1	1280741941	https://vk.com/images/places/clubs.png	55.767438	49.183867	182	Банзай	4	1393077272.0
Средний просп. В.О. 	0	2.0	1	1280741941	https://vk.com/images/places/clubs.png	59.938725	30.263496	183	Dance jazz-hall	4	1349473207.0
Болотная наб. 9а	8	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.740841	37.611212	184	Элизиум	4	1385848680.0
Ворошиловский просп. 12	1	119.0	1	1280741941	https://vk.com/images/places/clubs.png	47.219936	39.720259	185	Тема	4	1336629565.0
Невский 2а	20	1463.0	1	1280741941	https://vk.com/images/places/clubs.png	55.996198	37.21696	186	Bell Pub	4	1465678951.0
Максима Горького 87	2	99.0	1	1280741941	https://vk.com/images/places/clubs.png	55.028068	82.928604	187	Оскар	4	1350639907.0
3-я Советская 7	1	2.0	1	1280741941	https://vk.com/images/places/clubs.png	59.932117	30.369471	188	Галар «Кампот»	4	1312373961.0
Невский просп. 7К9	10	2.0	1	1280741941	https://vk.com/images/places/clubs.png	59.936544	30.313829	189	Celebrity	4	1356192071.0
Енисейская 5К2	4	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.858902	37.659578	190	Sharhouse	4	1420375617.0
Мориса Тереза просп 	1	119.0	1	1280741941	https://vk.com/images/places/clubs.png	47.227163	39.744968	191	Stereo Пляж	4	1438717729.0
Болдина 	6	146.0	1	1280741941	https://vk.com/images/places/clubs.png	54.17847	37.573744	192	Корона	4	1441484463.0
Шолохова 316	17	119.0	1	1280741941	https://vk.com/images/places/clubs.png	47.269994	39.824239	193	Zoloto	4	1500647061.0
Моховая 11	171	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.756184	37.61132	194	Дума	4	1498591636.0
Садовая 28-30	9	2.0	1	1280741941	https://vk.com/images/places/clubs.png	59.928077	30.327645	195	Черт Побери!	4	1504990310.0
Сельскохозяйственная 15К3	0	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.836686	37.638144	196	Сирена	4	1381481809.0
Лесная 43	8	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.780709	37.590506	197	Поляна	4	1369935530.0
Чапаева 5	16	2.0	1	1280741941	https://vk.com/images/places/clubs.png	59.958989	30.332747	198	Baranka	4	1355643966.0
Новослободская 36К1	13	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.784703	37.59648	199	New York Bar & Lounge	4	1391200362.0
Заневский просп. 38	7	2.0	1	1280741941	https://vk.com/images/places/clubs.png	59.933	30.431427	200	Las Vegas	4	1481914239.0
Покровка 17	223	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.759653	37.645258	201	Cuba Libre	4	1504726652.0
Рубинштейна 13	45	2.0	1	1280741941	https://vk.com/images/places/clubs.png	59.929538	30.343509	202	Terminal	4	1427619600.0
Белинского 9	3	2.0	1	1280741941	https://vk.com/images/places/clubs.png	59.937756	30.346402	203	Et Cetera	4	1344621614.0
наб. канала Грибоедова 7	156	2.0	1	1280741941	https://vk.com/images/places/clubs.png	59.938982	30.327281	204	Акакао	4	1506366911.0
Красная 64	169	72.0	1	1280741941	https://vk.com/images/places/clubs.png	45.026616	38.971405	205	Сахар	4	1507370431.0
В. Красносельская 44а	2	10.0	1	1280741941	https://vk.com/images/places/clubs.png	48.808495	44.767952	206	Sweet Life	4	1423380883.0
Ниж.Сусальный пер. 5	1	1.0	1	1280741941	https://vk.com/images/places/clubs.png	55.761338	37.663033	207	Aura	4	1395698910.0
Ленина 8	0	57.0	1	1280741941	https://vk.com/images/places/clubs.png	52.28858	104.278423	208	Амстердам	4	
